CityEconomy,RecoverTime,Loss,CommunicationMethod,SuspectEducation,SuspectAbility,SuspectAge,SuspectGender,SuspectOccupation,SpecialDate
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,offlineCommunication,middleSchool,Low,Adult40To50,Male,Manufacturing,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium100To1k,financialExchange,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Medium
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Teenagers,Female,SocialProductionLifeService,Short
Developed,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Medium100To1k,financialExchange,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Manufacturing,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Medium
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Manufacturing,Medium
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,HeadsofEnterprises,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,ProfessionalTechnical,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious100kTo1000k,offlineCommunication,highSchool,Low,Adult20To30,Female,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,ProfessionalTechnical,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Medium,Medium100To1k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,legalOnlineAbroad,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,offlineCommunication,primarySchool,Medium,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult40To50,Female,SocialProductionLifeService,Short
SecondTier,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Manufacturing,Long
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,SocialProductionLifeService,Long
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,financialExchange,middleSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult60To70,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult70To80,Male,SocialProductionLifeService,Short
ThirdTier,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Teenagers,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,highSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
Developed,Medium,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult60To70,Male,Manufacturing,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,HeadsofEnterprises,Short
ModeratelyDeveloped,Medium,Medium100To1k,offlineCommunication,college,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Medium,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Short
ThirdTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,Manufacturing,Long
Developed,Short,Medium1kTo10k,legalOnlineAbroad,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,HeadsofEnterprises,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Low,Adult30To40,Male,SocialProductionLifeService,Short
ThirdTier,Short,Serious100kTo1000k,legalOnline,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Female,SocialProductionLifeService,Short
FirstTier,Medium,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult50To60,Male,Manufacturing,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ThirdTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
Developed,Short,Low0To100,legalOnlineAbroad,majorCollege,Medium,Teenagers,Male,ProfessionalTechnical,Long
Developed,Short,Serious10kTo100k,legalOnlineAbroad,college,Medium,Adult50To60,Female,ProfessionalTechnical,Short
ThirdTier,Short,Medium100To1k,offlineCommunication,primarySchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult20To30,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult50To60,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
Developed,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,SeriousGreaterThan10000k,legalOnlineAbroad,majorCollege,Medium,Adult30To40,Male,HeadsofEnterprises,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Manufacturing,Medium
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Teenagers,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,ProfessionalTechnical,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult50To60,Female,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Male,SocialProductionLifeService,Medium
FirstTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult70To80,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Teenagers,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Long
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Medium,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Short
SecondTier,Short,Medium1kTo10k,financialExchange,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
Developed,Short,Low0To100,offlineCommunication,majorCollege,Low,Adult40To50,Female,ProfessionalTechnical,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Medium
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,HeadsofEnterprises,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
ThirdTier,Medium,SeriousGreaterThan10000k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult20To30,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,illegalOnline,majorCollege,Medium,Adult20To30,Male,Manufacturing,Short
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Low,Adult20To30,Male,SocialProductionLifeService,Long
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Short
Developed,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Medium
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,HeadsofEnterprises,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,offlineCommunication,primarySchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,Manufacturing,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,financialExchange,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Female,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Low,Adult20To30,Female,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious100kTo1000k,offlineCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,ProfessionalTechnical,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,college,High,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
SecondTier,Short,Low0To100,offlineCommunication,primarySchool,Medium,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,highSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Long
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Low0To100,legalOnline,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
